filename,distance,speed,ship_type,distance_category,speed_category,activity,embedding,predicted,true,predicted_numbers,true_numbers,timestamp
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_16-27-16_91-06293_Cargo_underway-using-engine_12-5_2722.wav,2722.0,12.5,Cargo,2-3 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_16-27-16_91-06293_Cargo_underway-using-engine_12-5_2722.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,3,2,2022-05-20-16-27-16
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_14-50-07_259-157005_Fishing_engaged-in-fishing_9-0_1994.wav,1994.0,9.0,Fishing,1-2 km,5-14,engaged-in-fishing,/srv/CLAP/files/Test/G_15811_2022-05-10_14-50-07_259-157005_Fishing_engaged-in-fishing_9-0_1994.pt,ship at distance 6-7 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,6,1,2022-05-10-14-50-07
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-01-22_00-00-19_218-900616_Passenger_underway-using-engine_6-9_5728.wav,5728.0,6.9,Passenger,5-6 km,0-8,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-01-22_00-00-19_218-900616_Passenger_underway-using-engine_6-9_5728.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,4,5,2022-01-22-00-00-19
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_09-02-22_168-175221_Cargo_underway-using-engine_10-4_5321.wav,5321.0,10.4,Cargo,5-6 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-01-22_09-02-22_168-175221_Cargo_underway-using-engine_10-4_5321.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,5,5,2022-01-22-09-02-22
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-04-18_00-20-49_518-229551_Pilot_underway-using-engine_0-7_7332.wav,7332.0,0.7,Pilot,7-8 km,0-8,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-04-18_00-20-49_518-229551_Pilot_underway-using-engine_0-7_7332.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 7-8 km with speed speed_category is activity,5,7,2022-04-18-00-20-49
/srv/embeddings_clap/Grafton_29187_test/G_29187_2022-10-30_13-18-03_145-198982_Cargo_underway-using-engine_9-8_3963.wav,3963.0,9.8,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_29187_2022-10-30_13-18-03_145-198982_Cargo_underway-using-engine_9-8_3963.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-10-30-13-18-03
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-01-22_22-14-59_178-987523_Cargo_underway-using-engine_8-1_13682.wav,13682.0,8.1,Cargo,10+ km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-01-22_22-14-59_178-987523_Cargo_underway-using-engine_8-1_13682.pt,ship at distance 7-8 km with speed speed_category is activity,ship at distance 10+ km with speed speed_category is activity,7,10,2022-01-22-22-14-59
/srv/embeddings_clap/Grafton_29187_test/G_29187_2022-10-30_06-28-58_104-18057_Pilot_underway-using-engine_1-8_7359.wav,7359.0,1.8,Pilot,7-8 km,0-8,underway-using-engine,/srv/CLAP/files/Test/G_29187_2022-10-30_06-28-58_104-18057_Pilot_underway-using-engine_1-8_7359.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 7-8 km with speed speed_category is activity,5,7,2022-10-30-06-28-58
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-01-22_08-21-29_193-480905_Tanker_underway-using-engine_11-5_3582.wav,3582.0,11.5,Tanker,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-01-22_08-21-29_193-480905_Tanker_underway-using-engine_11-5_3582.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-01-22-08-21-29
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_01-52-51_109-357477_Pleasure-Craft_underway-using-engine_11-5_3627.wav,3627.0,11.5,Pleasure-Craft,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-10_01-52-51_109-357477_Pleasure-Craft_underway-using-engine_11-5_3627.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-05-10-01-52-51
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-04-24_12-06-30_305-448427_Tanker_underway-using-engine_10-6_6749.wav,6749.0,10.6,Tanker,6-7 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-04-24_12-06-30_305-448427_Tanker_underway-using-engine_10-6_6749.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 6-7 km with speed speed_category is activity,5,6,2022-04-24-12-06-30
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_07-09-53_113-997099_Cargo_underway-using-engine_16-9_2604.wav,2604.0,16.9,Cargo,2-3 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-01-22_07-09-53_113-997099_Cargo_underway-using-engine_16-9_2604.pt,ship at distance 1-2 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,1,2,2022-01-22-07-09-53
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-04-18_18-24-53_175-667237_Cargo_underway-using-engine_8-2_1549.wav,1549.0,8.2,Cargo,1-2 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-04-18_18-24-53_175-667237_Cargo_underway-using-engine_8-2_1549.pt,ship at distance 0-1 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,0,1,2022-04-18-18-24-53
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-04_04-56-57_171-708417_Cargo_underway-using-engine_12-7_3289.wav,3289.0,12.7,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-04_04-56-57_171-708417_Cargo_underway-using-engine_12-7_3289.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-05-04-04-56-57
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_08-41-56_3-210876_Cargo_underway-using-engine_10-9_6970.wav,6970.0,10.9,Cargo,6-7 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_08-41-56_3-210876_Cargo_underway-using-engine_10-9_6970.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 6-7 km with speed speed_category is activity,4,6,2022-05-20-08-41-56
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_09-33-04_137-102858_Cargo_underway-using-engine_14-9_2078.wav,2078.0,14.9,Cargo,2-3 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_09-33-04_137-102858_Cargo_underway-using-engine_14-9_2078.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,2,2,2022-02-07-09-33-04
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-23_20-27-36_603-545393_Cargo_at-anchor_1-0_6805.wav,6805.0,1.0,Cargo,6-7 km,0-8,at-anchor,/srv/CLAP/files/Test/G_15810_2022-02-23_20-27-36_603-545393_Cargo_at-anchor_1-0_6805.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 6-7 km with speed speed_category is activity,4,6,2022-02-23-20-27-36
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-04_13-28-18_124-025749_Cargo_underway-using-engine_14-9_8015.wav,8015.0,14.9,Cargo,8-9 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-04_13-28-18_124-025749_Cargo_underway-using-engine_14-9_8015.pt,ship at distance 6-7 km with speed speed_category is activity,ship at distance 8-9 km with speed speed_category is activity,6,8,2022-05-04-13-28-18
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-04-24_12-57-38_146-760648_Tanker_underway-using-engine_10-1_11014.wav,11014.0,10.1,Tanker,10+ km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-04-24_12-57-38_146-760648_Tanker_underway-using-engine_10-1_11014.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 10+ km with speed speed_category is activity,5,10,2022-04-24-12-57-38
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-23_16-42-36_317-55253_Dredging_underway-using-engine_12-2_3713.wav,3713.0,12.2,Dredging,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-23_16-42-36_317-55253_Dredging_underway-using-engine_12-2_3713.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,2,3,2022-02-23-16-42-36
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_12-16-42_54-991062_Tanker_underway-using-engine_14-2_13819.wav,13819.0,14.2,Tanker,10+ km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_12-16-42_54-991062_Tanker_underway-using-engine_14-2_13819.pt,ship at distance 6-7 km with speed speed_category is activity,ship at distance 10+ km with speed speed_category is activity,6,10,2022-05-20-12-16-42
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-04-24_05-53-13_227-723785_Cargo_underway-using-engine_8-2_3295.wav,3295.0,8.2,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-04-24_05-53-13_227-723785_Cargo_underway-using-engine_8-2_3295.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-04-24-05-53-13
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-04-24_12-16-44_20-376709_Tanker_underway-using-engine_10-5_5425.wav,5425.0,10.5,Tanker,5-6 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-04-24_12-16-44_20-376709_Tanker_underway-using-engine_10-5_5425.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,5,5,2022-04-24-12-16-44
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_16-42-35_228-449531_Cargo_underway-using-engine_11-8_3371.wav,3371.0,11.8,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-01-22_16-42-35_228-449531_Cargo_underway-using-engine_11-8_3371.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-01-22-16-42-35
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-04-18_10-24-12_403-622383_Cargo_underway-using-engine_10-5_2724.wav,2724.0,10.5,Cargo,2-3 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-04-18_10-24-12_403-622383_Cargo_underway-using-engine_10-5_2724.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,3,2,2022-04-18-10-24-12
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_11-05-06_37-111197_Tanker_underway-using-engine_14-4_1788.wav,1788.0,14.4,Tanker,1-2 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-01-22_11-05-06_37-111197_Tanker_underway-using-engine_14-4_1788.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,2,1,2022-01-22-11-05-06
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_00-00-19_314-347506_Tanker_underway-using-engine_9-7_1668.wav,1668.0,9.7,Tanker,1-2 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_00-00-19_314-347506_Tanker_underway-using-engine_9-7_1668.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,3,1,2022-02-07-00-00-19
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-04-18_15-51-28_108-097395_Other_underway-using-engine_22-4_3364.wav,3364.0,22.4,Other,3-4 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-04-18_15-51-28_108-097395_Other_underway-using-engine_22-4_3364.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-04-18-15-51-28
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-23_09-53-32_189-015604_Tanker_underway-using-engine_12-4_3930.wav,3930.0,12.4,Tanker,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-23_09-53-32_189-015604_Tanker_underway-using-engine_12-4_3930.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-02-23-09-53-32
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_11-15-21_572-617078_Cargo_underway-using-engine_14-5_5715.wav,5715.0,14.5,Cargo,5-6 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_11-15-21_572-617078_Cargo_underway-using-engine_14-5_5715.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,4,5,2022-02-07-11-15-21
/srv/embeddings_clap/Grafton_29187_test/G_29187_2022-10-30_09-53-31_168-268101_Sailing_underway-using-engine_7-8_3073.wav,3073.0,7.8,Sailing,3-4 km,0-8,underway-using-engine,/srv/CLAP/files/Test/G_29187_2022-10-30_09-53-31_168-268101_Sailing_underway-using-engine_7-8_3073.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-10-30-09-53-31
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_03-19-47_221-163918_Dredging_restricted-maneuverability_4-7_4535.wav,4535.0,4.7,Dredging,4-5 km,0-8,restricted-maneuverability,/srv/CLAP/files/Test/G_15811_2022-05-10_03-19-47_221-163918_Dredging_restricted-maneuverability_4-7_4535.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 4-5 km with speed speed_category is activity,5,4,2022-05-10-03-19-47
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_06-13-39_272-143749_Fishing_underway-using-engine_13-6_3316.wav,3316.0,13.6,Fishing,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_06-13-39_272-143749_Fishing_underway-using-engine_13-6_3316.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-05-20-06-13-39
/srv/embeddings_clap/Grafton_28434_test/G_28434_2022-09-13_03-09-34_23-758356_High-Speed-Craft_underway-using-engine_21-4_4652.wav,4652.0,21.4,High-Speed-Craft,4-5 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_28434_2022-09-13_03-09-34_23-758356_High-Speed-Craft_underway-using-engine_21-4_4652.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 4-5 km with speed speed_category is activity,4,4,2022-09-13-03-09-34
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_13-23-11_108-490687_Dredging_underway-using-engine_10-2_4207.wav,4207.0,10.2,Dredging,4-5 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_13-23-11_108-490687_Dredging_underway-using-engine_10-2_4207.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 4-5 km with speed speed_category is activity,4,4,2022-05-20-13-23-11
/srv/embeddings_clap/Grafton_28434_test/G_28434_2022-09-13_12-06-29_240-423281_Tanker_underway-using-engine_9-0_1766.wav,1766.0,9.0,Tanker,1-2 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_28434_2022-09-13_12-06-29_240-423281_Tanker_underway-using-engine_9-0_1766.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,3,1,2022-09-13-12-06-29
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-04_12-11-35_1-60275_Tanker_underway-using-engine_10-8_4244.wav,4244.0,10.8,Tanker,4-5 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-04_12-11-35_1-60275_Tanker_underway-using-engine_10-8_4244.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 4-5 km with speed speed_category is activity,3,4,2022-05-04-12-11-35
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_05-32-44_245-387137_Tanker_underway-using-engine_12-7_3317.wav,3317.0,12.7,Tanker,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_05-32-44_245-387137_Tanker_underway-using-engine_12-7_3317.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,2,3,2022-05-20-05-32-44
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_06-39-13_294-329287_Cargo_underway-using-engine_7-9_5026.wav,5026.0,7.9,Cargo,5-6 km,0-8,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_06-39-13_294-329287_Cargo_underway-using-engine_7-9_5026.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,4,5,2022-02-07-06-39-13
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_19-05-47_18-042562_Tanker_underway-using-engine_13-6_3647.wav,3647.0,13.6,Tanker,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_19-05-47_18-042562_Tanker_underway-using-engine_13-6_3647.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-05-20-19-05-47
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_01-52-51_121-780908_Other_underway-using-engine_7-3_1531.wav,1531.0,7.3,Other,1-2 km,0-8,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-01-22_01-52-51_121-780908_Other_underway-using-engine_7-3_1531.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,4,1,2022-01-22-01-52-51
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-04_16-01-42_187-257477_Tanker_underway-using-engine_14-7_2740.wav,2740.0,14.7,Tanker,2-3 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-04_16-01-42_187-257477_Tanker_underway-using-engine_14-7_2740.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,2,2,2022-05-04-16-01-42
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_23-21-26_436-738884_Tanker_constrained-by-her-draught_16-2_3727.wav,3727.0,16.2,Tanker,3-4 km,14+,constrained-by-her-draught,/srv/CLAP/files/Test/G_15810_2022-01-22_23-21-26_436-738884_Tanker_constrained-by-her-draught_16-2_3727.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-01-22-23-21-26
/srv/embeddings_clap/Grafton_28434_test/G_28434_2022-09-13_05-32-45_214-517715_High-Speed-Craft_undefined-=-default_23-4_2808.wav,2808.0,23.4,High-Speed-Craft,2-3 km,14+,undefined-=-default,/srv/CLAP/files/Test/G_28434_2022-09-13_05-32-45_214-517715_High-Speed-Craft_undefined-=-default_23-4_2808.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,5,2,2022-09-13-05-32-45
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-01-22_10-44-39_563-508505_Dredging_underway-using-engine_11-8_1802.wav,1802.0,11.8,Dredging,1-2 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-01-22_10-44-39_563-508505_Dredging_underway-using-engine_11-8_1802.pt,ship at distance 0-1 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,0,1,2022-01-22-10-44-39
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_06-18-46_26-289039_Tanker_underway-using-engine_11-9_2694.wav,2694.0,11.9,Tanker,2-3 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-10_06-18-46_26-289039_Tanker_underway-using-engine_11-9_2694.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,3,2,2022-05-10-06-18-46
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_04-51-50_237-87025_Cargo_underway-using-engine_15-0_2002.wav,2002.0,15.0,Cargo,2-3 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-10_04-51-50_237-87025_Cargo_underway-using-engine_15-0_2002.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,2,2,2022-05-10-04-51-50
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-20_12-26-56_124-453312_Tanker_underway-using-engine_14-2_11841.wav,11841.0,14.2,Tanker,10+ km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-20_12-26-56_124-453312_Tanker_underway-using-engine_14-2_11841.pt,ship at distance 6-7 km with speed speed_category is activity,ship at distance 10+ km with speed speed_category is activity,6,10,2022-05-20-12-26-56
/srv/embeddings_clap/Grafton_28434_test/G_28434_2022-09-13_10-44-40_275-343976_Cargo_underway-using-engine_13-6_1706.wav,1706.0,13.6,Cargo,1-2 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_28434_2022-09-13_10-44-40_275-343976_Cargo_underway-using-engine_13-6_1706.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,2,1,2022-09-13-10-44-40
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_07-55-55_305-668891_Cargo_underway-using-engine_16-9_7437.wav,7437.0,16.9,Cargo,7-8 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-10_07-55-55_305-668891_Cargo_underway-using-engine_16-9_7437.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 7-8 km with speed speed_category is activity,3,7,2022-05-10-07-55-55
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-01-22_03-09-34_53-234551_Cargo_underway-using-engine_12-4_2764.wav,2764.0,12.4,Cargo,2-3 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-01-22_03-09-34_53-234551_Cargo_underway-using-engine_12-4_2764.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 2-3 km with speed speed_category is activity,2,2,2022-01-22-03-09-34
/srv/embeddings_clap/Grafton_28434_test/G_28434_2022-09-13_12-37-10_115-149383_High-Speed-Craft_underway-using-engine_19-3_5169.wav,5169.0,19.3,High-Speed-Craft,5-6 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_28434_2022-09-13_12-37-10_115-149383_High-Speed-Craft_underway-using-engine_19-3_5169.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,5,5,2022-09-13-12-37-10
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-01-22_14-45-00_120-870836_Cargo_underway-using-engine_13-1_9254.wav,9254.0,13.1,Cargo,9-10 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-01-22_14-45-00_120-870836_Cargo_underway-using-engine_13-1_9254.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 9-10 km with speed speed_category is activity,3,9,2022-01-22-14-45-00
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-04_04-21-09_208-078111_Cargo_underway-using-engine_10-1_3983.wav,3983.0,10.1,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-04_04-21-09_208-078111_Cargo_underway-using-engine_10-1_3983.pt,ship at distance 5-6 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,5,3,2022-05-04-04-21-09
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_19-46-42_479-26012_Cargo_at-anchor_11-3_1733.wav,1733.0,11.3,Cargo,1-2 km,5-14,at-anchor,/srv/CLAP/files/Test/G_15810_2022-02-07_19-46-42_479-26012_Cargo_at-anchor_11-3_1733.pt,ship at distance 1-2 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,1,1,2022-02-07-19-46-42
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-04_20-07-09_239-266926_Cargo_underway-using-engine_11-5_3867.wav,3867.0,11.5,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-04_20-07-09_239-266926_Cargo_underway-using-engine_11-5_3867.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,4,3,2022-05-04-20-07-09
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_18-04-25_134-210106_Cargo_underway-using-engine_8-7_3560.wav,3560.0,8.7,Cargo,3-4 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_18-04-25_134-210106_Cargo_underway-using-engine_8-7_3560.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 3-4 km with speed speed_category is activity,3,3,2022-02-07-18-04-25
/srv/embeddings_clap/GardenCity_15811_test/G_15811_2022-05-10_04-36-29_204-254697_Cargo_underway-using-engine_9-6_1392.wav,1392.0,9.6,Cargo,1-2 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15811_2022-05-10_04-36-29_204-254697_Cargo_underway-using-engine_9-6_1392.pt,ship at distance 2-3 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,2,1,2022-05-10-04-36-29
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_10-34-26_43-976553_Towing_underway-using-engine_10-1_4702.wav,4702.0,10.1,Towing,4-5 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_10-34-26_43-976553_Towing_underway-using-engine_10-1_4702.pt,ship at distance 6-7 km with speed speed_category is activity,ship at distance 4-5 km with speed speed_category is activity,6,4,2022-02-07-10-34-26
/srv/embeddings_clap/Grafton_28434_test/G_28434_2022-09-13_12-47-23_7-629065_High-Speed-Craft_underway-using-engine_19-4_1776.wav,1776.0,19.4,High-Speed-Craft,1-2 km,14+,underway-using-engine,/srv/CLAP/files/Test/G_28434_2022-09-13_12-47-23_7-629065_High-Speed-Craft_underway-using-engine_19-4_1776.pt,ship at distance 3-4 km with speed speed_category is activity,ship at distance 1-2 km with speed speed_category is activity,3,1,2022-09-13-12-47-23
/srv/embeddings_clap/Grafton_29187_test/G_29187_2022-10-30_13-07-49_83-918693_Cargo_underway-using-engine_10-3_4808.wav,4808.0,10.3,Cargo,4-5 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_29187_2022-10-30_13-07-49_83-918693_Cargo_underway-using-engine_10-3_4808.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 4-5 km with speed speed_category is activity,4,4,2022-10-30-13-07-49
/srv/embeddings_clap/Grafton_15810_test/G_15810_2022-02-07_21-39-11_208-253593_Cargo_underway-using-engine_13-9_5358.wav,5358.0,13.9,Cargo,5-6 km,5-14,underway-using-engine,/srv/CLAP/files/Test/G_15810_2022-02-07_21-39-11_208-253593_Cargo_underway-using-engine_13-9_5358.pt,ship at distance 4-5 km with speed speed_category is activity,ship at distance 5-6 km with speed speed_category is activity,4,5,2022-02-07-21-39-11
